CODIGO,NOMBRE,LABORATORIO / TITULAR EN ESPAÑA,TIPO LEGAL,CATEGORIA PRINCIPAL,SUBCATEGORIA DETALLADA,ATC,PVP OFICIAL ESPAÑA (€),PRECIO MEDIO FARMACIA ONLINE ESPAÑA (€)
COLMAS15,COLONIA HUGO HOMBRE 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM11,COLONIA J' ADORE DE DIOR 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM27,COLONIA JEAN PAUL GAULTIER 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM60,COLONIA LA VIE EST BELLE DE L�NCOME 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLMAS07,COLONIA LE MALE JEAN PAUL GAULTIER 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM57,COLONIA L�EAU D�ISSEY DE ISSEY MIYAKE 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM19,COLONIA NOA DE CACHAREL 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLMAS23,COLONIA ONE MILLION DOLAR DE PACO RABANNE 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLMAS19,COLONIA POLO BLUE 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM21,COLONIA PO�ME DE L�NCOME 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM53,COLONIA ROMANCE DE RALPH LAUREN 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLMAS31,COLONIA SAUVAGE 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM04,COLONIA TOUCH OF PINK LACOSTE 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COLFEM62,COLONIA TOUS TOUCH 100ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
BET44077,COLORETE BETER DELICATE PINK BLUSH,"BETER PRODUCTS, S.L.",Cosmética decorativa,Maquillaje,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
653113,COLPOTROFIN CR VAGINAL 30 GR,Theramex Ireland Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03C,PENDIENTE VERIFICACION,SEGÚN PVP
204091,COLUTORIO PAROGENCYL FORT300ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
653511,COMBIGAN COLIRIO 5 ML,"Abbvie Spain, S.L.U.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01E,PENDIENTE VERIFICACION,SEGÚN PVP
319046,COMBUR TEST 9 (50 TIRAS),PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
195546,COMFORGEL PLANT ZAPATO PLANO,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
155102,COMFORT BALM 300 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
201926,COMODYNES FRESH WATER F&B 100,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
162918,COMPEED AMP HIDROCOL TM 10 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
155917,COMPEED AMP SPORT PLANTA PIE 5,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
206840,COMPEED AMPOLLAS EXTREME 10 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
206841,COMPEED AMPOLLAS MIXTO 10 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
206842,COMPEED AMPOLLAS TM 10 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
211233,COMPEED ANTIGRANOS DISCRE 15UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
211234,COMPEED ANTIGRANOS LIMPIAD 7UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
241091,COMPEED APOSIT DEDOS PIES 8 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
324566,COMPEED APOSIT DUREZAS MD 6 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
229831,COMPEED APOSITOS AMPOLLAS MD 5,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
269761,COMPEED APOSITOS AMPOLLAS PQ 6,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
324558,COMPEED APOSITOS CALLOS 10 UN,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
162921,COMPEED PACK MIXTO AMP 5 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
232357,COMPEED PARCHE CALENTURAS 15 U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
198139,COMPEED STICK ANTIFRICC 8 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
167599,COMPEED TACONES ALTOS 5 UNIDADES,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
659384,COMPETACT 15850 MG 56 COM,Cheplapharm Arzneimittel Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A10B,PENDIENTE VERIFICACION,SEGÚN PVP
482257,COMPRESA ESTERIL APOSAN 100 UN,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482232,COMPRESA ESTERIL APOSAN 25 UN,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482240,COMPRESA ESTERIL APOSAN 50 UN,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482208,COMPRESA ESTERIL LUSAN 25 UN,"LUSAN, S.A.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
174530,COMPRESA EVAX COTTON ALA SUP14,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
173561,COMPRESA EVAX COTTON ALAS 19,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
173563,COMPRESA EVAX COTTON SPL ALA12,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
178352,COMPRESA FARMACO PLUS MINI 15U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
178354,COMPRESA FARMACO PLUS SUPE 10U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
482158,COMPRESA GASA EST INDAS 25 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
482166,COMPRESA GASA EST INDAS 50 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
193951,COMPRESA INCONTINENCIA ORINA LIGERA APOSAN MAXI 14 UNIDADES,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
138099,COMPRESA INDAS MATERN CELU 25U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
315804,COMPRESA MATERNITY ALGODON 20U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
662849,CONBRIZA 20MG 28COMP,Pfizer Europe Ma Eeig,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03X,PENDIENTE VERIFICACION,SEGÚN PVP
713792,CONCERTA 18 MG 30 COMP,Janssen Cilag S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06B,PENDIENTE VERIFICACION,SEGÚN PVP
722215,CONCERTA 36 MG 30 COMP,Janssen Cilag S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06B,PENDIENTE VERIFICACION,SEGÚN PVP
722314,CONCERTA 54 MG 30 COMP,Janssen Cilag S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06B,PENDIENTE VERIFICACION,SEGÚN PVP
194442,CONCEVIT PRECONCEPCION 40CAP B,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
815241,CONDROSAN 60 CAPSULAS,"Laboratorio Reig Jofre, S.A.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
815217,CONDROSULF 400 MG 60 CAPS,Ibsa Farmaceutici Italia S.R.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
186402,CONDUCTASA NEO 30 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
161961,CONTOUR NEXT 50 TIRAS REACTIV,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Tiras reactivas glucemia,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
197987,CONTOUR NEXT MEDIDOR,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
192543,CONTROL LUBRICANTE ALOE 75 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
305417,CONTROL PRE NONSTOP RETARD 12U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
175590,CONTROL PRES FINISS ULTRAF 10U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
304758,CONTROL PRESERVA NATURE XL 12U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
208059,CONTROLCOL 60 COMPRIMIDOS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
215198,CONTROLCOL 90 COMPRIMIDOS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
471037,CONVAMAX SUPABS ADH10X10CM 3U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
203837,COOLTEARS HYDRO FRASCO 10ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
181092,COREGA ACCION TOTAL 36 TABS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
311161,COREGA EXT FTE SIN SABOR 40 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
151329,COREGA EXT FTE SIN SABOR 70 GR,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
206012,COREGA MAX CONFORT 40G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
206013,COREGA MAX CONFORT 70G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
349787,COREGA OXIGENO BIACTIVO 30TABL,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
185428,COREGA OXIGENO BIACTIVO108TABL,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
349779,COREGA OXIGENO BIO ACTIV3 66TA,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
204868,COREGA SELLADO MAXIM MENTA 40G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
184866,COREGA SELLADO MAXIMO 40 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
184867,COREGA SELLADO MAXIMO 70 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
254847,COREGA SUPER ULTR CR EXT FTE40,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
300293,COREGA SUPER ULTR CR EXT FTE70,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
372037,COREGA ULTRA ADH POLVO 50 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
232876,CORPITOL GOTAS 20 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
376418,CORPITOL GOTAS 50 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
BETER589,CORRECTOR CON PINCEL BETER 44058,"BETER PRODUCTS, S.L.",PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
153291,CORRECTOR OTOSTICK 8 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
VIRB99645,CORTOTIC 16ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
716318,COSDUO 205 MGML SOLUCION 5ML,Santen Oy,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01E,PENDIENTE VERIFICACION,SEGÚN PVP
993188,COSLAN 250 MG 20 CAPS,Pfizer S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
226829,COSMECLINIK BASICO HIDRAT VT C,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
482620,COSMOPOR E APOSITO 10X6 CM,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482638,COSMOPOR E APOSITO 10X8 CM,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482646,COSMOPOR E APOSITO 15X8 CM,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482653,COSMOPOR E APOSITO 20X10 CM,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
482612,COSMOPOR E APOSITO 7.2X5 CM,PENDIENTE VERIFICACION,Producto sanitario,Curas y apósitos,Apósitos estériles,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
164766,COSMOPOR WATERPROOF 10*8 5UNS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
840702,COSOPT COLI 5 ML,Santen Oy,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01E,PENDIENTE VERIFICACION,SEGÚN PVP
723444,COSOPT PF 20+5 MGML 10ML,Santen Oy,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01E,PENDIENTE VERIFICACION,SEGÚN PVP
681528,COULDINA 20 COMP,Laboratorios Alter S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
702151,COULDINA CON PARACETAMOL 20COM,Laboratorios Alter S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
715140,COULDINA IBUPROFENO 20 COM,Laboratorios Alter S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05X,PENDIENTE VERIFICACION,SEGÚN PVP
689380,COULDINA INSTANT 20 SOBR,Laboratorios Alter S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
167513,CRANBEROLA CISCONTROL PLUS CON BREZO 60 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
175231,CRANBEROLA FLASH 20 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
KE805225,CREATINA CELLULAR MANDARINA PUNCH KEEP GOING 800GR,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
586580,CREDELIO 450MG PERR 11-22KG6CP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
177005,CREMA ADHESIVA FARLINE 40 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
200181,CREMA DE ROSTRO COMPACTA SPF 30 CONFORT AVENE COUVRANCE 1 ENVASE 10 g COLOR ARENA,"PIERRE FABRE IBÉRICA, S.A.",Dermocosmética,Dermocosmética,Protección solar,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
TH085334,CREMA TH PHARMA VITAMINA C PURA V-MINISTRAL C CREMA 50ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
COVID590,CREMIGEL HIDROALC CO +AC 200,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
661872,CRESTOR 10 MG 28 COMP,Grünenthal Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
661873,CRESTOR 20 MG 28 COMP,Grünenthal Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
661858,CRESTOR 5 MG 28 COMP,Grünenthal Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
884817,CRISTALMINA FILM 30 G,Laboratorios Salvat S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D08A,PENDIENTE VERIFICACION,SEGÚN PVP
787341,CRISTALMINA SOL 25 ML,Laboratorios Salvat S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D08A,PENDIENTE VERIFICACION,SEGÚN PVP
661250,CRISTALMINA SOL PULV CUT 25 ML,Laboratorios Salvat S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D08A,PENDIENTE VERIFICACION,SEGÚN PVP
699470,CROMATONBIC B12 1000 microgramos 8 AMPOLLAS SOLUCION INYECTABLE 1 ml,Laboratorios Menarini S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03B,PENDIENTE VERIFICACION,SEGÚN PVP
257667,CRYOPHARMA AEROSOL 50 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
738344,CUATROCREM CR 30 G,Galenicum Derma S.L.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D07X,PENDIENTE VERIFICACION,SEGÚN PVP
196903,CUBO METAL BEBE MINT & MOSTAZA PACK,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
162122,CUCHARA SUAVINEX SILICONA +4M,"SUAVINEX, S.L.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
242990,CUCHILLAS CORTACALL BETER 10U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
150120,CUMLAUDE CLX HIDRAT EXT 30 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
